query_id,treatment_id,parent_node,Async Capable,Parent Relationship,Parallel Aware,Node Type,Plan Rows,Output,input_rows,output_rows,left_child_input_actual_rows,left_child_input_rows,right_child_input_actual_rows,right_child_input_rows,execution_time,Actual Loops,Shared Read Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Temp Read Blocks,Temp Written Blocks,Peak Memory Usage,Original Hash Buckets,Original Hash Batches,shared_read_blocks_log,run_id,execution_log_time,dbname,data_folder_name
60229,6,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,45.718,1.0,16112.0,0.0,0.0,0.0,0.0,9982.0,262144.0,1.0,4.2071764070951625,0,1.6694842423330307,mathso,ce_mathso
60230,0,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,70.39899999999999,1.0,16112.0,0.0,0.0,0.0,510.0,47.0,2048.0,256.0,4.2071764070951625,0,1.8536921291778101,mathso,ce_mathso
60230,6,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,42.165571428571425,1.0,16112.0,0.0,0.0,0.0,0.0,9982.0,262144.0,1.0,4.2071764070951625,0,1.6351374945031183,mathso,ce_mathso
60231,0,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,69.91328571428572,1.0,16112.0,0.0,0.0,0.0,510.0,47.0,2048.0,256.0,4.2071764070951625,0,1.8507276085521447,mathso,ce_mathso
60231,6,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,45.77257142857143,1.0,16112.0,0.0,0.0,0.0,0.0,9982.0,262144.0,1.0,4.2071764070951625,0,1.6699912468924785,mathso,ce_mathso
60232,0,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,68.88271428571429,1.0,16112.0,0.0,0.0,0.0,510.0,47.0,2048.0,256.0,4.2071764070951625,0,1.844369764891533,mathso,ce_mathso
60232,6,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,43.59657142857143,1.0,16112.0,0.0,0.0,0.0,0.0,9982.0,262144.0,1.0,4.2071764070951625,0,1.6493014715621848,mathso,ce_mathso
60233,0,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,65.1077142857143,1.0,16112.0,0.0,0.0,0.0,510.0,47.0,2048.0,256.0,4.2071764070951625,0,1.820252141425638,mathso,ce_mathso
60233,6,Hash Join,False,Inner,False,Hash,218831,['pt.postid'],225654,225654,225654,218831,0.0,0.0,47.03399999999999,1.0,16112.0,0.0,0.0,0.0,0.0,9982.0,262144.0,1.0,4.2071764070951625,0,1.6815487537344114,mathso,ce_mathso
60278,0,Hash Join,False,Inner,False,Hash,526860,"['p.id', 'p.score']",1170656,1170656,1170656,526860,0.0,0.0,624.1367500000001,1.0,60169.0,0.0,0.0,0.0,3409.0,61.0,2048.0,512.0,4.779380011491656,0,2.7959750305826465,mathso,ce_mathso
60278,6,Hash Join,False,Inner,False,Hash,526860,"['p.id', 'p.score']",1170656,1170656,1170656,526860,0.0,0.0,340.712,1.0,60169.0,0.0,0.0,0.0,2000.0,40961.0,1048576.0,1.0,4.779380011491656,0,2.533660230312589,mathso,ce_mathso
60279,0,Hash Join,False,Inner,False,Hash,200419,"['p.id', 'p.score']",447804,447804,447804,200419,0.0,0.0,228.83566666666664,1.0,60169.0,0.0,0.0,0.0,1217.0,50.0,2048.0,256.0,4.779380011491656,0,2.3614174248508597,mathso,ce_mathso
60279,6,Hash Join,False,Inner,False,Hash,200419,"['p.id', 'p.score']",447804,447804,447804,200419,0.0,0.0,111.24666666666667,1.0,60169.0,0.0,0.0,0.0,0.0,21589.0,262144.0,1.0,4.779380011491656,0,2.0501734528400126,mathso,ce_mathso
60306,0,Hash Join,False,Inner,False,Hash,952172,"['users.id', 'users.displayname']",952172,952172,952172,952172,0.0,0.0,418.21985714285717,1.0,22739.0,0.0,0.0,0.0,3659.0,60.0,2048.0,1024.0,4.356790460351716,0,2.622441845643904,mathso,ce_mathso
60306,6,Hash Join,False,Inner,False,Hash,952172,"['users.id', 'users.displayname']",952172,952172,952172,952172,0.0,0.0,238.10342857142857,1.0,22739.0,0.0,0.0,0.0,2059.0,30289.0,1048576.0,2.0,4.356790460351716,0,2.3785858036313603,mathso,ce_mathso
60307,0,Hash Join,False,Inner,False,Hash,952172,"['users.id', 'users.displayname']",952172,952172,952172,952172,0.0,0.0,451.53871428571426,1.0,22739.0,0.0,0.0,0.0,3659.0,60.0,2048.0,1024.0,4.356790460351716,0,2.65565573863835,mathso,ce_mathso
60307,6,Hash Join,False,Inner,False,Hash,952172,"['users.id', 'users.displayname']",952172,952172,952172,952172,0.0,0.0,237.3151428571429,1.0,22739.0,0.0,0.0,0.0,2059.0,30289.0,1048576.0,2.0,4.356790460351716,0,2.377151638864939,mathso,ce_mathso
60312,0,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,1.3077142857142856,1.0,16.0,0.0,0.0,0.0,5.0,59.0,1024.0,2.0,1.2304489213782739,0,0.3631820385310528,mathso,ce_mathso
60312,0,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],952172,952172,952172,952172,0.0,0.0,315.264,1.0,22739.0,0.0,0.0,0.0,2046.0,49.0,2048.0,1024.0,4.356790460351716,0,2.5000497594429127,mathso,ce_mathso
60312,0,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",2025942,2025942,2025942,2022241,0.0,0.0,987.5765714285711,1.0,120305.0,0.0,0.0,20494.0,27040.0,61.0,2048.0,2048.0,5.080287287372363,0,2.995010313772079,mathso,ce_mathso
60312,0,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],3557569,3557569,3557569,3557569,0.0,0.0,1930.571142857143,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.285910708536384,mathso,ce_mathso
60312,6,Hash Join,False,Inner,False,Hash,1,"['u.age', 'u.id']",0,0,0,1,0.0,0.0,0.0009999999999965857,1.0,22739.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.356790460351716,0,0.0004340774793171478,mathso,ce_mathso
60312,6,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.4105714285714286,1.0,16.0,0.0,0.0,0.0,0.0,119.0,2048.0,1.0,1.2304489213782739,0,0.1493950828692555,mathso,ce_mathso
60312,6,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],0,0,0,952172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60312,6,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",0,0,0,2022241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60312,6,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],0,0,0,3557569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60313,0,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,1.0132857142857143,1.0,16.0,0.0,0.0,0.0,5.0,59.0,1024.0,2.0,1.2304489213782739,0,0.30390541191429066,mathso,ce_mathso
60313,0,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],952172,952172,952172,952172,0.0,0.0,306.8962857142857,1.0,22739.0,0.0,0.0,0.0,2046.0,49.0,2048.0,1024.0,4.356790460351716,0,2.488404449853118,mathso,ce_mathso
60313,0,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",2025942,2025942,2025942,2022241,0.0,0.0,983.6640000000001,1.0,120305.0,0.0,0.0,20494.0,27040.0,61.0,2048.0,2048.0,5.080287287372363,0,2.993288060101712,mathso,ce_mathso
60313,0,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],3557569,3557569,3557569,3557569,0.0,0.0,1982.740857142857,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.2974849381490134,mathso,ce_mathso
60313,6,Hash Join,False,Inner,False,Hash,1,"['u.age', 'u.id']",0,0,0,1,0.0,0.0,0.0010000000000047,1.0,22739.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.356790460351716,0,0.0004340774793207123,mathso,ce_mathso
60313,6,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.4207142857142857,1.0,16.0,0.0,0.0,0.0,0.0,119.0,2048.0,1.0,1.2304489213782739,0,0.15250674744619758,mathso,ce_mathso
60313,6,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],0,0,0,952172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60313,6,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",0,0,0,2022241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60313,6,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],0,0,0,3557569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60314,0,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.8592857142857142,1.0,16.0,0.0,0.0,0.0,5.0,59.0,1024.0,2.0,1.2304489213782739,0,0.2693461324309977,mathso,ce_mathso
60314,0,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],952172,952172,952172,952172,0.0,0.0,316.2257142857143,1.0,22739.0,0.0,0.0,0.0,2046.0,49.0,2048.0,1024.0,4.356790460351716,0,2.5013683839411476,mathso,ce_mathso
60314,0,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",2025942,2025942,2025942,2022241,0.0,0.0,1005.7358571428574,1.0,120305.0,0.0,0.0,20494.0,27040.0,61.0,2048.0,2048.0,5.080287287372363,0,3.0029155372534366,mathso,ce_mathso
60314,0,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],3557569,3557569,3557569,3557569,0.0,0.0,1995.014,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.30016358309435,mathso,ce_mathso
60314,6,Hash Join,False,Inner,False,Hash,1,"['u.age', 'u.id']",0,0,0,1,0.0,0.0,0.0008571428571428287,1.0,22739.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.356790460351716,0,0.00037209296741678104,mathso,ce_mathso
60314,6,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.41357142857142853,1.0,16.0,0.0,0.0,0.0,0.0,119.0,2048.0,1.0,1.2304489213782739,0,0.1503177585281582,mathso,ce_mathso
60314,6,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],0,0,0,952172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60314,6,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",0,0,0,2022241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60314,6,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],0,0,0,3557569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60315,0,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.7824285714285715,1.0,16.0,0.0,0.0,0.0,5.0,59.0,1024.0,2.0,1.2304489213782739,0,0.25101213507033926,mathso,ce_mathso
60315,0,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],952172,952172,952172,952172,0.0,0.0,316.0634285714286,1.0,22739.0,0.0,0.0,0.0,2046.0,49.0,2048.0,1024.0,4.356790460351716,0,2.5011461515648326,mathso,ce_mathso
60315,0,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",2025942,2025942,2025942,2022241,0.0,0.0,938.658285714286,1.0,120305.0,0.0,0.0,20494.0,27040.0,61.0,2048.0,2048.0,5.080287287372363,0,2.972969947631964,mathso,ce_mathso
60315,0,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],3557569,3557569,3557569,3557569,0.0,0.0,1968.4921428571429,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.294354252562986,mathso,ce_mathso
60315,6,Hash Join,False,Inner,False,Hash,1,"['u.age', 'u.id']",0,0,0,1,0.0,0.0,0.0008571428571387714,1.0,22739.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.356790460351716,0,0.0003720929674149504,mathso,ce_mathso
60315,6,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.423,1.0,16.0,0.0,0.0,0.0,0.0,119.0,2048.0,1.0,1.2304489213782739,0,0.15320490008428433,mathso,ce_mathso
60315,6,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],0,0,0,952172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60315,6,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",0,0,0,2022241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60315,6,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],0,0,0,3557569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60316,0,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,1.17,1.0,16.0,0.0,0.0,0.0,5.0,59.0,1024.0,2.0,1.2304489213782739,0,0.3364597338485295,mathso,ce_mathso
60316,0,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],952172,952172,952172,952172,0.0,0.0,324.25485714285713,1.0,22739.0,0.0,0.0,0.0,2046.0,49.0,2048.0,1024.0,4.356790460351716,0,2.5122237907511953,mathso,ce_mathso
60316,0,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",2025942,2025942,2025942,2022241,0.0,0.0,970.5739999999998,1.0,120305.0,0.0,0.0,20494.0,27040.0,61.0,2048.0,2048.0,5.080287287372363,0,2.987475884264408,mathso,ce_mathso
60316,0,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],3557569,3557569,3557569,3557569,0.0,0.0,1927.5442857142857,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.285229616145028,mathso,ce_mathso
60316,6,Hash Join,False,Inner,False,Hash,1,"['u.age', 'u.id']",0,0,0,1,0.0,0.0,0.0008571428571468857,1.0,22739.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.356790460351716,0,0.0003720929674185154,mathso,ce_mathso
60316,6,Hash Join,False,Inner,False,Hash,1943,"['t.tagname', 't.id']",1943,1943,1943,1943,0.0,0.0,0.34500000000000003,1.0,16.0,0.0,0.0,0.0,0.0,119.0,2048.0,1.0,1.2304489213782739,0,0.12872228433842678,mathso,ce_mathso
60316,6,Hash Join,False,Inner,False,Hash,952172,['u_1.id'],0,0,0,952172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60316,6,Hash Join,False,Inner,False,Hash,2022241,"['pa.owneruserid', 'pa.parentid', 'pq.id']",0,0,0,2022241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60316,6,Hash Join,False,Inner,False,Hash,3557569,['pq.id'],0,0,0,3557569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
60329,0,Hash Join,False,Inner,False,Hash,461414,"['p.id', 'p.favoritecount']",455787,455787,455787,461414,0.0,0.0,270.40325,1.0,60169.0,0.0,0.0,0.0,1359.0,51.0,2048.0,512.0,4.779380011491656,0,2.4336150439449975,mathso,ce_mathso
60329,6,Hash Join,False,Inner,False,Hash,461414,"['p.id', 'p.favoritecount']",455787,455787,455787,461414,0.0,0.0,98.11299999999999,1.0,60169.0,0.0,0.0,0.0,0.0,21901.0,524288.0,1.0,4.779380011491656,0,1.9961306217706989,mathso,ce_mathso
60330,0,Hash Join,False,Inner,False,Hash,11144,"['p.id', 'p.favoritecount']",10631,10631,10631,11144,0.0,0.0,20.03524999999999,1.0,60169.0,0.0,0.0,0.0,30.0,41.0,2048.0,16.0,4.779380011491656,0,1.32294767789213,mathso,ce_mathso
60330,6,Hash Join,False,Inner,False,Hash,11144,"['p.id', 'p.favoritecount']",10631,10631,10631,11144,0.0,0.0,3.3993333333333644,1.0,60169.0,0.0,0.0,0.0,0.0,544.0,16384.0,1.0,4.779380011491656,0,0.6433868693064445,mathso,ce_mathso
60334,0,Hash Join,False,Inner,False,Hash,667,['users.id'],547,547,547,667,0.0,0.0,0.2270000000000038,1.0,22739.0,0.0,0.0,0.0,0.0,28.0,1024.0,1.0,4.356790460351716,0,0.08884456272700561,mathso,ce_mathso
60334,9,Hash Join,False,Inner,False,Hash,667,['users.id'],547,547,547,667,0.0,0.0,0.21400000000000333,1.0,22739.0,0.0,0.0,0.0,0.0,28.0,1024.0,1.0,4.356790460351716,0,0.08421868673923996,mathso,ce_mathso
60336,0,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,534.03325,1.0,60104.0,0.0,0.0,0.0,2046.0,46.0,2048.0,1024.0,4.778910601488381,0,2.7283807723816267,mathso,ce_mathso
60336,0,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,2126.395,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.3278481341874486,mathso,ce_mathso
60336,6,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,166.47299999999998,1.0,60104.0,0.0,0.0,0.0,0.0,38487.0,1048576.0,1.0,4.778910601488381,0,2.223944800052329,mathso,ce_mathso
60336,6,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,595.6626666666667,1.0,60168.0,0.0,0.0,0.0,9115.0,32019.0,2097152.0,8.0,4.77937279364072,0,2.7757288647790848,mathso,ce_mathso
60337,0,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,466.5215,1.0,60104.0,0.0,0.0,0.0,2046.0,46.0,2048.0,1024.0,4.778910601488381,0,2.6698015876505874,mathso,ce_mathso
60337,0,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,2086.9159999999997,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.3197130223616864,mathso,ce_mathso
60337,6,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,173.68066666666667,1.0,60104.0,0.0,0.0,0.0,0.0,38487.0,1048576.0,1.0,4.778910601488381,0,2.2422448407321403,mathso,ce_mathso
60337,6,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,616.0916666666667,1.0,60168.0,0.0,0.0,0.0,9115.0,32019.0,2097152.0,8.0,4.77937279364072,0,2.7903496816515942,mathso,ce_mathso
60338,0,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,521.0754999999999,1.0,60104.0,0.0,0.0,0.0,2046.0,46.0,2048.0,1024.0,4.778910601488381,0,2.717733313083412,mathso,ce_mathso
60338,0,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,2320.8375,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.365831821206661,mathso,ce_mathso
60338,6,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,171.3923333333333,1.0,60104.0,0.0,0.0,0.0,0.0,38487.0,1048576.0,1.0,4.778910601488381,0,2.236517947886235,mathso,ce_mathso
60338,6,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,609.914,1.0,60168.0,0.0,0.0,0.0,9115.0,32019.0,2097152.0,8.0,4.77937279364072,0,2.785980077747951,mathso,ce_mathso
60339,0,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,530.132,1.0,60104.0,0.0,0.0,0.0,2046.0,46.0,2048.0,1024.0,4.778910601488381,0,2.7252024678751,mathso,ce_mathso
60339,0,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,2231.9273333333335,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.34887458995641,mathso,ce_mathso
60339,6,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,170.10366666666667,1.0,60104.0,0.0,0.0,0.0,0.0,38487.0,1048576.0,1.0,4.778910601488381,0,2.2332593163560497,mathso,ce_mathso
60339,6,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,599.1986666666668,1.0,60168.0,0.0,0.0,0.0,9115.0,32019.0,2097152.0,8.0,4.77937279364072,0,2.778295026310506,mathso,ce_mathso
60340,0,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,472.99775,1.0,60104.0,0.0,0.0,0.0,2046.0,46.0,2048.0,1024.0,4.778910601488381,0,2.6757762801447527,mathso,ce_mathso
60340,0,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,2137.7157500000003,1.0,60168.0,0.0,0.0,0.0,8190.0,48.0,2048.0,4096.0,4.77937279364072,0,3.33015306768996,mathso,ce_mathso
60340,6,Hash Join,False,Inner,False,Hash,866521,['p2_1.id'],861716,861716,861716,866521,0.0,0.0,171.72966666666665,1.0,60104.0,0.0,0.0,0.0,0.0,38487.0,1048576.0,1.0,4.778910601488381,0,2.2373669349220275,mathso,ce_mathso
60340,6,Hash Join,False,Inner,False,Hash,3557569,['p2.id'],3557569,3557569,3557569,3557569,0.0,0.0,579.1213333333334,1.0,60168.0,0.0,0.0,0.0,9115.0,32019.0,2097152.0,8.0,4.77937279364072,0,2.7635188364701673,mathso,ce_mathso
60363,0,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.id']",89,89,89,10,0.0,0.0,0.0849999999999795,1.0,22739.0,0.0,0.0,0.0,0.0,13.0,1024.0,1.0,4.356790460351716,0,0.03542973818454012,mathso,ce_mathso
60363,9,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.id']",89,89,89,10,0.0,0.0,0.11699999999999966,1.0,22739.0,0.0,0.0,0.0,0.0,13.0,1024.0,1.0,4.356790460351716,0,0.04805317311560888,mathso,ce_mathso
60364,0,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.location', 'u.id']",89,89,89,10,0.0,0.0,0.1040000000000134,1.0,22739.0,0.0,0.0,0.0,0.0,14.0,1024.0,1.0,4.356790460351716,0,0.04296907339318538,mathso,ce_mathso
60364,9,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.location', 'u.id']",89,89,89,10,0.0,0.0,0.11333333333333444,1.0,22739.0,0.0,0.0,0.0,0.0,14.0,1024.0,1.0,4.356790460351716,0,0.04662521209190245,mathso,ce_mathso
60365,0,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.location', 'u.id']",89,89,89,10,0.0,0.0,0.1100000000000136,1.0,22739.0,0.0,0.0,0.0,0.0,14.0,1024.0,1.0,4.356790460351716,0,0.04532297878666277,mathso,ce_mathso
60365,9,Hash Join,False,Inner,False,Hash,10,"['u.displayname', 'u.location', 'u.id']",89,89,89,10,0.0,0.0,0.10566666666665958,1.0,22739.0,0.0,0.0,0.0,0.0,14.0,1024.0,1.0,4.356790460351716,0,0.04362421679981705,mathso,ce_mathso
60620,0,Hash Join,False,Inner,False,Hash,1530585,"['questions.id', 'questions.posttypeid', 'questions.acceptedanswerid', 'questions.parentid', 'questions.creationdate', 'questions.score', 'questions.viewcount', 'questions.body', 'questions.owneruserid', 'questions.lasteditoruserid', 'questions.lasteditordisplayname', 'questions.lasteditdate', 'questions.lastactivitydate', 'questions.title', 'questions.tags', 'questions.answercount', 'questions.commentcount', 'questions.favoritecount', 'questions.closeddate', 'questions.communityowneddate', 'questions.jsonfield']",1527295,1461160,1527295,1530585,0.0,0.0,5876.00825,1.0,60168.0,0.0,0.0,0.0,30255.0,41.0,256.0,8192.0,4.77937279364072,0,3.769156300366766,mathso,ce_mathso
60620,6,Hash Join,False,Inner,False,Hash,1530585,"['questions.id', 'questions.posttypeid', 'questions.acceptedanswerid', 'questions.parentid', 'questions.creationdate', 'questions.score', 'questions.viewcount', 'questions.body', 'questions.owneruserid', 'questions.lasteditoruserid', 'questions.lasteditordisplayname', 'questions.lasteditdate', 'questions.lastactivitydate', 'questions.title', 'questions.tags', 'questions.answercount', 'questions.commentcount', 'questions.favoritecount', 'questions.closeddate', 'questions.communityowneddate', 'questions.jsonfield']",1527295,1461160,1527295,1530585,0.0,0.0,671.731,1.0,60168.0,0.0,0.0,0.0,31910.0,20128.0,262144.0,16.0,4.77937279364072,0,2.8278414407922687,mathso,ce_mathso
60621,0,Hash Join,False,Inner,False,Hash,1530585,"['questions.id', 'questions.owneruserid']",1527295,1461160,1527295,1530585,0.0,0.0,1014.28225,1.0,60168.0,0.0,0.0,0.0,4094.0,44.0,2048.0,2048.0,4.77937279364072,0,3.0065867935568953,mathso,ce_mathso
60621,6,Hash Join,False,Inner,False,Hash,1530585,"['questions.id', 'questions.owneruserid']",1527295,1461160,1527295,1530585,0.0,0.0,324.7753333333333,1.0,60168.0,0.0,0.0,0.0,2496.0,44928.0,2097152.0,2.0,4.77937279364072,0,2.5129181978277026,mathso,ce_mathso
60622,0,Hash Join,False,Inner,False,Hash,1530585,"['questions.id', 'questions.owneruserid']",1527295,1461160,1527295,1530585,0.0,0.0,1025.4693333333332,1.0,60168.0,0.0,0.0,0.0,4094.0,44.0,2048.0,2048.0,4.77937279364072,0,3.011345978973967,mathso,ce_mathso
