query_id,treatment_id,parent_node,Async Capable,Parent Relationship,Parallel Aware,Node Type,Plan Rows,Output,input_rows,output_rows,left_child_input_actual_rows,left_child_input_rows,right_child_input_actual_rows,right_child_input_rows,execution_time,Actual Loops,Shared Read Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Temp Read Blocks,Temp Written Blocks,Peak Memory Usage,Original Hash Buckets,Original Hash Batches,shared_read_blocks_log,run_id,execution_log_time,dbname,data_folder_name
107424,9,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.00159999999999984,1.0,16.6,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.24551266781415,0,0.0006943158663543844,mathso,ce_mathso
107424,18,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0110000000000001,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.004751155591001115,mathso,ce_mathso
107424,24,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0030000000000001,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001300933020418168,mathso,ce_mathso
107426,0,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.0030000000000001,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.001300933020418168,mathso,ce_mathso
107426,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0009999999999998,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.255272505103306,0,0.0004340774793185929,mathso,ce_mathso
107426,9,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.002,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0008677215312269133,mathso,ce_mathso
107426,9,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.00100000000000002,1.0,16.6,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.24551266781415,0,0.00043407747931868923,mathso,ce_mathso
107426,18,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.002,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.0008677215312269133,mathso,ce_mathso
107426,24,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0029999999999998,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107427,0,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.0029999999999998,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107427,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0010000000000001,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.255272505103306,0,0.00043407747931868923,mathso,ce_mathso
107427,9,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.0023333333333332667,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.001012173380855079,mathso,ce_mathso
107427,9,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.00119999999999992,1.0,16.6,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.24551266781415,0,0.0005208409361855738,mathso,ce_mathso
107427,18,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.00250000000000005,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001084381292219893,mathso,ce_mathso
107427,24,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.004,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.0017337128090005312,mathso,ce_mathso
107437,0,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.003,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107437,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0009999999999998,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.255272505103306,0,0.0004340774793185929,mathso,ce_mathso
107437,9,Hash Join,False,Inner,False,Hash,1,"['t.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1,0.0,0.0,0.0026666666666666666,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0011565771999421674,mathso,ce_mathso
107437,9,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0014,1.0,16.6,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.24551266781415,0,0.0006075870628903731,mathso,ce_mathso
107437,18,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.00250000000000005,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001084381292219893,mathso,ce_mathso
107437,24,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 'pt.tagid', 't.id', 't.tagname', 't.count', 't.excerptpostid', 't.wikipostid', 't.jsonfield']",0,0,0,1874,0.0,0.0,0.0029999999999998,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107591,0,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0010000000000001,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.00043407747931868923,mathso,ce_mathso
107591,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0010000000000047,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0004340774793207123,mathso,ce_mathso
107591,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5459999999999923,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.18920948958230394,mathso,ce_mathso
107591,0,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0009999999999998,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.0004340774793185929,mathso,ce_mathso
107591,9,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.001,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0004340774793185929,mathso,ce_mathso
107591,9,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0006000000000018401,1.0,13701.2,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.136790302277108,0,0.0002604985473911855,mathso,ce_mathso
107591,9,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5383333333333459,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.187050450642272,mathso,ce_mathso
107591,9,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0006666666666666335,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.0002894331875891156,mathso,ce_mathso
107591,9,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3240,0.0,0.0,0.002,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.0008677215312269133,mathso,ce_mathso
107591,18,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0004999999999999,1.0,47.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.6812412373755872,0,0.00021709297223018438,mathso,ce_mathso
107591,18,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3240,0.0,0.0,0.00250000000000005,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001084381292219893,mathso,ce_mathso
107591,24,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",0,0,0,994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
107591,24,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0029999999999999498,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107592,0,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0010000000000001,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.00043407747931868923,mathso,ce_mathso
107592,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0,mathso,ce_mathso
107592,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5819999999999936,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.199206479161656,mathso,ce_mathso
107592,0,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0009999999999998,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.0004340774793185929,mathso,ce_mathso
107592,9,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0006666666666667333,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.000289433187589212,mathso,ce_mathso
107592,9,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.00020000000000094,1.0,13701.2,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.136790302277108,0,8.685021164933332e-05,mathso,ce_mathso
107592,9,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5440000000000017,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.18864729599971786,mathso,ce_mathso
107592,9,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0003333333333332667,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.00014474070519017137,mathso,ce_mathso
107592,9,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3240,0.0,0.0,0.0029999999999998,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001300933020418072,mathso,ce_mathso
107592,18,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.6812412373755872,0,0.0,mathso,ce_mathso
107592,18,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.tagid', 'pt.postid', 't.tagname']",0,0,0,3240,0.0,0.0,0.00250000000000005,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001084381292219893,mathso,ce_mathso
107592,24,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",0,0,0,994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
107592,24,Hash Join,False,Inner,False,Hash,1874,"['pt.tagid', 'pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0034999999999999,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001517376823504282,mathso,ce_mathso
107593,0,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.count', 't.id']",0,0,0,1,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0,mathso,ce_mathso
107593,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.postid', 't.tagname', 't.count']",0,0,0,3,0.0,0.0,0.0,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0,mathso,ce_mathso
107593,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5649999999999977,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.19451434188246666,mathso,ce_mathso
107593,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname', 't.count']",0,0,0,1874,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.0,mathso,ce_mathso
107593,9,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.count', 't.id']",0,0,0,1,0.0,0.0,0.0006666666666667333,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.000289433187589212,mathso,ce_mathso
107593,9,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.postid', 't.tagname', 't.count']",0,0,0,3,0.0,0.0,0.00020000000000094,1.0,13701.2,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.136790302277108,0,8.685021164933332e-05,mathso,ce_mathso
107593,9,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5193333333333499,1.0,22739.0,0.0,0.0,0.0,0.0,57.0,1024.0,1.0,4.356790460351716,0,0.18165306612469906,mathso,ce_mathso
107593,9,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname', 't.count']",0,0,0,1874,0.0,0.0,0.0006666666666666335,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.0002894331875891156,mathso,ce_mathso
107593,9,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.postid', 't.tagname', 't.count']",0,0,0,3240,0.0,0.0,0.00250000000000005,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.001084381292219893,mathso,ce_mathso
107593,18,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'pa.parentid', 'pt.postid', 't.tagname', 't.count']",0,0,0,3,0.0,0.0,0.0004999999999999,1.0,47.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.6812412373755872,0,0.00021709297223018438,mathso,ce_mathso
107593,18,Hash Join,False,Inner,False,Hash,3240,"['pa.owneruserid', 'pa.parentid', 'pt.postid', 't.tagname', 't.count']",0,0,0,3240,0.0,0.0,0.002,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,4.0,1.2304489213782739,0,0.0008677215312269133,mathso,ce_mathso
107593,24,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.id']",0,0,0,994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,mathso,ce_mathso
107593,24,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname', 't.count']",0,0,0,1874,0.0,0.0,0.0030000000000001,1.0,16.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.2304489213782739,0,0.001300933020418168,mathso,ce_mathso
107594,0,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0008571428571428143,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.00037209296741678104,mathso,ce_mathso
107594,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0005714285714272001,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0002480973971510603,mathso,ce_mathso
107594,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5914285714285695,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.20178715082345272,mathso,ce_mathso
107594,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0004285714285714286,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,0.00018608633373467902,mathso,ce_mathso
107594,6,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0011428571428571143,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0004960531457674705,mathso,ce_mathso
107594,6,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0007142857142890715,1.0,22756.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.357115009510384,0,0.00031009960753799955,mathso,ce_mathso
107594,6,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5352857142857163,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.18618920886274187,mathso,ce_mathso
107594,6,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0005714285714285715,1.0,17.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.255272505103306,0,0.00024809739715173497,mathso,ce_mathso
107595,0,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0005714285714286286,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.00024809739715173497,mathso,ce_mathso
107595,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0004285714285693857,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0001860863337338115,mathso,ce_mathso
107595,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5619999999999915,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.19368102954127914,mathso,ce_mathso
107595,0,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0001428571428571143,1.0,17.0,0.0,0.0,0.0,0.0,8.0,1024.0,2.0,1.255272505103306,0,6.20376376890199e-05,mathso,ce_mathso
107595,6,Hash Join,False,Inner,False,Hash,1,"['t.tagname', 't.id']",0,0,0,1,0.0,0.0,0.0010000000000001286,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.00043407747931868923,mathso,ce_mathso
107595,6,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid', 't.tagname']",0,0,0,3,0.0,0.0,0.0004285714285693857,1.0,22756.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.357115009510384,0,0.0001860863337338115,mathso,ce_mathso
107595,6,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.5211428571428566,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.18217000245236167,mathso,ce_mathso
107595,6,Hash Join,False,Inner,False,Hash,1874,"['pt.postid', 't.tagname']",0,0,0,1874,0.0,0.0,0.0005714285714286,1.0,17.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.255272505103306,0,0.00024809739715173497,mathso,ce_mathso
107596,0,Hash Join,False,Inner,False,Hash,1,['t.id'],0,0,0,1,0.0,0.0,0.0007142857142856143,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0003100996075365541,mathso,ce_mathso
107596,0,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid']",0,0,0,3,0.0,0.0,0.0008571428571468857,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.0003720929674185154,mathso,ce_mathso
107596,0,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.567857142857138,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.1953064888999008,mathso,ce_mathso
107596,0,Hash Join,False,Inner,False,Hash,1874,['pt.postid'],0,0,0,1874,0.0,0.0,0.0008571428571427286,1.0,17.0,0.0,0.0,0.0,0.0,16.0,2048.0,2.0,1.255272505103306,0,0.0003720929674166847,mathso,ce_mathso
107596,6,Hash Join,False,Inner,False,Hash,1,['t.id'],0,0,0,1,0.0,0.0,0.000999999999999943,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0004340774793185929,mathso,ce_mathso
107596,6,Hash Join,False,Inner,False,Hash,3,"['u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid']",0,0,0,3,0.0,0.0,0.00042857142857344283,1.0,22756.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.357115009510384,0,0.00018608633373554654,mathso,ce_mathso
107596,6,Hash Join,False,Inner,False,Hash,994,"['u.displayname', 'u.reputation', 'u.id']",1006,1006,1006,994,0.0,0.0,0.531714285714291,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.18517776287503251,mathso,ce_mathso
107596,6,Hash Join,False,Inner,False,Hash,1874,['pt.postid'],0,0,0,1874,0.0,0.0,0.000571428571428543,1.0,17.0,0.0,0.0,0.0,0.0,16.0,2048.0,1.0,1.255272505103306,0,0.0002480973971516386,mathso,ce_mathso
107597,0,Hash Join,False,Inner,False,Hash,1,['t.id'],0,0,0,1,0.0,0.0,0.000571428571428543,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0002480973971516386,mathso,ce_mathso
107597,0,Hash Join,False,Inner,False,Hash,3,"['u.id', 'u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid']",0,0,0,3,0.0,0.0,0.0002857142857156286,1.0,22804.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.3580300765769575,0,0.00012406641475752633,mathso,ce_mathso
107597,0,Hash Join,False,Inner,False,Hash,994,"['u.id', 'u.displayname', 'u.reputation']",1006,1006,1006,994,0.0,0.0,0.5239999999999968,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.1829849670035808,mathso,ce_mathso
107597,0,Hash Join,False,Inner,False,Hash,1874,['pt.postid'],0,0,0,1874,0.0,0.0,0.0004285714285714286,1.0,17.0,0.0,0.0,0.0,0.0,16.0,2048.0,2.0,1.255272505103306,0,0.00018608633373467902,mathso,ce_mathso
107597,6,Hash Join,False,Inner,False,Hash,1,['t.id'],0,0,0,1,0.0,0.0,0.0012857142857142716,1.0,16.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,1.2304489213782739,0,0.0005580199692875245,mathso,ce_mathso
107597,6,Hash Join,False,Inner,False,Hash,3,"['u.id', 'u.displayname', 'u.reputation', 'pa.parentid', 'pt.postid']",0,0,0,3,0.0,0.0,0.0005714285714312571,1.0,22756.0,0.0,0.0,0.0,0.0,8.0,1024.0,1.0,4.357115009510384,0,0.0002480973971528915,mathso,ce_mathso
107597,6,Hash Join,False,Inner,False,Hash,994,"['u.id', 'u.displayname', 'u.reputation']",1006,1006,1006,994,0.0,0.0,0.5171428571428497,1.0,22739.0,0.0,0.0,0.0,0.0,61.0,1024.0,1.0,4.356790460351716,0,0.18102647673119132,mathso,ce_mathso
