query_id,treatment_id,parent_node,Parent Relationship,Join Type,Parallel Aware,Hash Cond,Node Type,Plan Rows,Output,Plan Width,Join Filter,left_child_input_actual_rows,left_child_input_rows,right_child_input_actual_rows,right_child_input_rows,output_rows,input_rows,execution_time,Actual Loops,Shared Read Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Temp Read Blocks,Temp Written Blocks,execution_log_time,shared_read_blocks_log,run_id,dbname,data_folder_name
79334,18,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.00350000000000245,1.0,14248.0,0.0,0.0,0.0,0.0,0.0015173768235054353,4.15378438646937,0,mathso,ce_mathso
79334,24,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.0060000000000002,1.0,14248.0,0.0,0.0,0.0,0.0,0.0025979807199086906,4.15378438646937,0,mathso,ce_mathso
79335,0,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.0039999999999906,1.0,14248.0,0.0,0.0,0.0,0.0,0.0017337128089964973,4.15378438646937,0,mathso,ce_mathso
79335,9,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.00440000000000388,1.0,14248.0,0.0,0.0,0.0,0.0,0.00190670404088653,4.15378438646937,0,mathso,ce_mathso
79335,18,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.004499999999992999,1.0,14248.0,0.0,0.0,0.0,0.0,0.0019499410842649626,4.15378438646937,0,mathso,ce_mathso
79335,24,Sort,Outer,Inner,False,(b.userid = u.id),Hash Join,159,"['u.id', 'u.reputation', 'u.creationdate', 'u.displayname', 'u.lastaccessdate', 'u.websiteurl', 'u.location', 'u.aboutme', 'u.views', 'u.upvotes', 'u.downvotes', 'u.profileimageurl', 'u.age', 'u.accountid', 'u.jsonfield']",349,0,0,159,0,952172,0,0,0.0049999999999954,1.0,14248.0,0.0,0.0,0.0,0.0,0.002166061756505711,4.15378438646937,0,mathso,ce_mathso
79356,0,Hash Join,Outer,Inner,False,(votes.postid = posts.id),Hash Join,762032,"['votes.creationdate', 'posts.owneruserid']",12,0,774102,762032,3557569,3557569,338463,4331671,2753.0342857142855,1.0,139815.0,0.0,0.0,36596.0,37919.0,3.4399693426034887,5.145556873227284,0,mathso,ce_mathso
79356,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,730103,"['users.id', 'votes.creationdate']",12,0,338463,762032,952172,952172,323144,1290635,744.3694285714283,1.0,162554.0,0.0,0.0,41435.0,42758.0,2.872371576135814,5.2110003324234295,0,mathso,ce_mathso
79356,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,730103,"['users.id', 'votes.creationdate']",12,0,338463,762032,952172,952172,323144,1290635,159.0102857142858,1.0,162554.0,0.0,0.0,12958.0,14455.0,2.2041479006895486,5.2110003324234295,0,mathso,ce_mathso
79356,6,Hash Join,Outer,Inner,False,(votes.postid = posts.id),Hash Join,762032,"['votes.creationdate', 'posts.owneruserid']",12,0,774102,762032,3557569,3557569,338463,4331671,767.3769999999998,1.0,139815.0,0.0,0.0,12958.0,14455.0,2.8855743565506913,5.145556873227284,0,mathso,ce_mathso
79401,0,Hash Join,Outer,Inner,False,(vote.postid = post.id),Hash Join,403,['vote.votetypeid'],4,0,1,12465841,0,115,0,1,0.0110000000000241,1.0,60170.0,0.0,0.0,0.0,0.0,0.004751155591011417,4.779387229222635,0,mathso,ce_mathso
79401,0,Sort,Outer,Inner,False,(vote.votetypeid = votetype.id),Hash Join,403,['votetype.name'],11,0,0,403,14,14,0,14,0.0120000000000004,1.0,60171.0,0.0,0.0,0.0,0.0,0.005180512503780505,4.779394446833662,0,mathso,ce_mathso
79401,9,Hash Join,Outer,Inner,False,(vote.postid = post.id),Hash Join,403,['vote.votetypeid'],4,0,1,12465841,0,115,0,1,0.012333333333344833,1.0,60170.0,0.0,0.0,0.0,0.0,0.005323537198607713,4.779387229222635,0,mathso,ce_mathso
79401,9,Sort,Outer,Inner,False,(vote.votetypeid = votetype.id),Hash Join,403,['votetype.name'],11,0,0,403,0,14,0,0,0.003,1.0,3.0,0.0,0.0,0.0,0.0,0.001300933020418072,0.6020599913279624,0,mathso,ce_mathso
79401,9,Sort,Outer,Inner,False,(vote.votetypeid = votetype.id),Hash Join,403,['votetype.name'],11,0,0,403,14,14,0,14,0.0143333333332975,1.0,60171.0,0.0,0.0,0.0,0.0,0.0061806976384893445,4.779394446833662,0,mathso,ce_mathso
79401,18,Sort,Outer,Inner,False,(vote.votetypeid = votetype.id),Hash Join,403,['votetype.name'],11,0,0,403,0,14,0,0,0.003,1.0,3.0,0.0,0.0,0.0,0.0,0.001300933020418072,0.6020599913279624,0,mathso,ce_mathso
79401,24,Sort,Outer,Inner,False,(vote.votetypeid = votetype.id),Hash Join,403,['votetype.name'],11,0,0,403,0,14,0,0,0.003,1.0,3.0,0.0,0.0,0.0,0.0,0.001300933020418072,0.6020599913279624,0,mathso,ce_mathso
79403,0,Aggregate,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,522705,['votetype.name'],11,0,12465841,12465841,14,14,2329228,12465855,2040.728,1.0,139816.0,0.0,0.0,58222.0,58222.0,3.3099978846817093,5.145559979402034,0,mathso,ce_mathso
79403,0,Hash Join,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,"['vote.votetypeid', 'post.owneruserid']",8,0,12465841,12465841,3557569,3557569,12465841,16023410,15237.97,1.0,139815.0,0.0,0.0,58222.0,58222.0,4.182955614088012,5.145556873227284,0,mathso,ce_mathso
79403,6,Aggregate,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,522705,['votetype.name'],11,0,12465841,12465841,14,14,2329228,12465855,1940.5206666666666,1.0,139816.0,0.0,0.0,47885.0,47885.0,3.288142017787821,5.145559979402034,0,mathso,ce_mathso
79403,6,Hash Join,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,"['vote.votetypeid', 'post.owneruserid']",8,0,12465841,12465841,3557569,3557569,12465841,16023410,5273.926333333333,1.0,139815.0,0.0,0.0,47885.0,47885.0,3.7222163988985963,5.145556873227284,0,mathso,ce_mathso
79404,0,Aggregate,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,['votetype.name'],11,0,12465841,12465841,0,115,12465841,12465841,1891.0820000000003,1.0,139816.0,0.0,0.0,0.0,0.0,3.276939954146015,5.145559979402034,0,mathso,ce_mathso
79404,0,Hash Join,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,12465841,"['votetype.name', 'vote.postid']",15,0,12465841,12465841,14,14,12465841,12465855,2908.925,1.0,79647.0,0.0,0.0,0.0,0.0,3.463881795684913,4.9011748749285,0,mathso,ce_mathso
79404,9,Aggregate,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,['votetype.name'],11,0,12465841,12465841,0,115,12465841,12465841,1895.0808000000002,1.0,115748.8,0.0,0.0,0.0,0.0,3.2778568405159922,5.063520249288509,0,mathso,ce_mathso
79404,9,Hash Join,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,12465841,"['votetype.name', 'vote.postid']",15,0,12465841,12465841,14,14,12465841,12465855,2763.9686,1.0,79646.2,0.0,0.0,0.0,0.0,3.441690203660911,4.901170512768365,0,mathso,ce_mathso
79404,18,Aggregate,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,['votetype.name'],11,0,12465841,12465841,0,115,12465841,12465841,1912.0394999999999,1.0,79648.0,0.0,0.0,0.0,0.0,3.2817239373325395,4.901180327567054,0,mathso,ce_mathso
79404,18,Hash Join,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,12465841,"['votetype.name', 'vote.postid']",15,0,12465841,12465841,14,14,12465841,12465855,2787.2574999999997,1.0,79645.0,0.0,0.0,0.0,0.0,3.445332879061931,4.901163969446009,0,mathso,ce_mathso
79404,24,Aggregate,Outer,Left,False,(vote.postid = post.id),Hash Join,12465841,['votetype.name'],11,0,12465841,12465841,0,115,12465841,12465841,2841.4855000000007,1.0,79648.0,0.0,0.0,0.0,0.0,3.4536982579557094,4.901180327567054,0,mathso,ce_mathso
79404,24,Hash Join,Outer,Right,False,(vote.votetypeid = votetype.id),Hash Join,12465841,"['votetype.name', 'vote.postid']",15,0,12465841,12465841,14,14,12465841,12465855,4218.2880000000005,1.0,79645.0,0.0,0.0,0.0,0.0,3.625239170449894,4.901163969446009,0,mathso,ce_mathso
79512,0,Sort,Outer,Inner,False,(p1.parentid = p.parentid),Hash Join,67,"['p1.id', 'p1.body', 'p1.score']",40,0,1,3408392,0,47,0,1,0.0169999999999959,1.0,60169.0,0.0,0.0,0.0,0.0,0.0073209529227428495,4.779380011491656,0,mathso,ce_mathso
79512,9,Sort,Outer,Inner,False,(p1.parentid = p.parentid),Hash Join,67,"['p1.id', 'p1.body', 'p1.score']",40,0,1,3408392,0,47,0,1,0.017999999999972233,1.0,60169.0,0.0,0.0,0.0,0.0,0.007747778000728108,4.779380011491656,0,mathso,ce_mathso
79517,0,Sort,Outer,Inner,False,(p1.parentid = p.parentid),Hash Join,67,"['p1.id', 'p1.body', 'p.parentid', 'p1.score']",44,0,1,3408392,0,47,0,1,0.0129999999999768,1.0,60169.0,0.0,0.0,0.0,0.0,0.0056094453602704855,4.779380011491656,0,mathso,ce_mathso
79517,9,Sort,Outer,Inner,False,(p1.parentid = p.parentid),Hash Join,67,"['p1.id', 'p1.body', 'p.parentid', 'p1.score']",44,0,1,3408392,0,47,0,1,0.0129999999999957,1.0,60169.0,0.0,0.0,0.0,0.0,0.005609445360278577,4.779380011491656,0,mathso,ce_mathso
79857,0,Sort,Outer,Inner,False,((q.id = p.parentid) AND (q.acceptedanswerid = p.id)),Hash Join,1,"['p.owneruserid', 'p.id', 'p.score']",12,0,81879,118084,50311,45865,5558,132190,84.77899999999995,1.0,120305.0,0.0,0.0,478.0,478.0,1.9333809789861345,5.080287287372363,0,mathso,ce_mathso
79857,6,Sort,Outer,Inner,False,((q.id = p.parentid) AND (q.acceptedanswerid = p.id)),Hash Join,1,"['p.owneruserid', 'p.id', 'p.score']",12,0,81879,118084,50311,45865,5558,132190,17.333999999999985,1.0,120305.0,0.0,0.0,0.0,0.0,1.2632572270140658,5.080287287372363,0,mathso,ce_mathso
79979,0,Hash,Outer,Inner,False,(posttags.tagid = tags.id),Hash Join,1874,"['posttags.postid', 'tags.tagname']",20,0,1,3641094,0,1,0,1,0.01871428571428576,1.0,17.0,0.0,0.0,0.0,0.0,0.008052396433585863,1.255272505103306,0,mathso,ce_mathso
79979,0,Hash Join,Outer,Inner,False,(posts.id = posttags.postid),Hash Join,1874,"['posts.owneruserid', 'tags.tagname']",20,0,1,3557569,0,1874,0,1,0.026142857142857027,1.0,18.0,0.0,0.0,0.0,0.0,0.011207826419042081,1.2787536009528289,0,mathso,ce_mathso
79979,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1064,"['users.displayname', 'users.location', 'users.id', 'users.reputation', 'users.websiteurl', 'users.aboutme']",196,((tags.tagname ~~ '%c++%'::text) OR ((tags.tagname ~~ '%objective-c%'::text) AND ((users.websiteurl <> ''::text) OR (users.aboutme <> ''::text)))),0,1874,952172,952172,0,952172,1006.5717142857145,1.0,22757.0,0.0,0.0,0.0,10692.0,3.003275966982031,4.357134093086434,0,mathso,ce_mathso
79979,6,Hash,Outer,Inner,False,(posts.id = posttags.postid),Hash Join,1874,"['posts.owneruserid', 'tags.tagname']",20,0,1,3557569,0,1874,0,1,0.012999999999999914,1.0,18.0,0.0,0.0,0.0,0.0,0.005609445360280386,1.2787536009528289,0,mathso,ce_mathso
79979,6,Hash,Outer,Inner,False,(posttags.tagid = tags.id),Hash Join,1874,"['posttags.postid', 'tags.tagname']",20,0,1,3641094,0,1,0,1,0.010571428571428529,1.0,17.0,0.0,0.0,0.0,0.0,0.004567015464475886,1.255272505103306,0,mathso,ce_mathso
79979,6,Sort,Outer,Inner,False,(users.id = posts.owneruserid),Hash Join,1064,"['users.displayname', 'users.location', 'users.id', 'users.reputation', 'users.websiteurl', 'users.aboutme']",196,((tags.tagname ~~ '%c++%'::text) OR ((tags.tagname ~~ '%objective-c%'::text) AND ((users.websiteurl <> ''::text) OR (users.aboutme <> ''::text)))),1,952172,0,1874,0,1,0.017571428571428512,1.0,19.0,0.0,0.0,0.0,0.0,0.0075649043303124075,1.3010299956639813,0,mathso,ce_mathso
80179,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1877413,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,2007956,1959517,952172,952172,1930342,2960128,1527.2914285714285,1.0,82908.0,0.0,0.0,12268.0,12268.0,3.1842061773759993,4.91860167696984,0,mathso,ce_mathso
80179,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1877413,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,2007956,1959517,952172,952172,1930342,2960128,683.0525714285715,1.0,82908.0,0.0,0.0,4747.0,4747.0,2.835089479796109,4.91860167696984,0,mathso,ce_mathso
80296,0,0,0,Inner,False,(q.id = a.parentid),Hash Join,902,"['a.id', 'a.body', 'a.score']",40,(q.acceptedanswerid <> a.id),1,3557569,0,1587,0,1,0.0310000000000627,1.0,60169.0,0.0,0.0,0.0,0.0,0.013258665283542982,4.779380011491656,0,mathso,ce_mathso
80296,9,0,0,Inner,False,(q.id = a.parentid),Hash Join,902,"['a.id', 'a.body', 'a.score']",40,(q.acceptedanswerid <> a.id),1,3557569,0,1587,0,1,0.0225999999999885,1.0,60168.6,0.0,0.0,0.0,0.0,0.009705788390513248,4.779377124365676,0,mathso,ce_mathso
80296,18,0,0,Inner,False,(q.id = a.parentid),Hash Join,902,"['a.id', 'a.body', 'a.score']",40,(q.acceptedanswerid <> a.id),1,3557569,0,1587,0,1,0.0390000000000441,1.0,60168.0,0.0,0.0,0.0,0.0,0.01661554755719585,4.77937279364072,0,mathso,ce_mathso
80296,24,0,0,Inner,False,(q.id = a.parentid),Hash Join,902,"['a.id', 'a.body', 'a.score']",40,(q.acceptedanswerid <> a.id),1,3557569,0,1587,0,1,0.02800000000002,1.0,60168.0,0.0,0.0,0.0,0.0,0.011993114659265381,4.77937279364072,0,mathso,ce_mathso
80313,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,1405.9388571428572,1.0,82908.0,0.0,0.0,10515.0,10515.0,3.148275224241818,4.91860167696984,0,mathso,ce_mathso
80313,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,656.7214285714286,1.0,82908.0,0.0,0.0,4747.0,4747.0,2.818041991408785,4.91860167696984,0,mathso,ce_mathso
80314,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,1340.6412857142857,1.0,82908.0,0.0,0.0,10515.0,10515.0,3.1276364141493223,4.91860167696984,0,mathso,ce_mathso
80314,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,652.0775714285713,1.0,82908.0,0.0,0.0,4747.0,4747.0,2.814964769089088,4.91860167696984,0,mathso,ce_mathso
80315,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,1409.498857142857,1.0,82908.0,0.0,0.0,10515.0,10515.0,3.149372738604287,4.91860167696984,0,mathso,ce_mathso
80315,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,654.548,1.0,82908.0,0.0,0.0,4747.0,4747.0,2.8166044967460473,4.91860167696984,0,mathso,ce_mathso
80316,0,Sort,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,1491.1547142857144,1.0,82908.0,0.0,0.0,10515.0,10515.0,3.1738138553598763,4.91860167696984,0,mathso,ce_mathso
80316,6,Aggregate,Outer,Inner,False,(posts.owneruserid = users.id),Hash Join,1420969,"['users.id', 'users.displayname', 'posts.id', 'posts.score']",23,0,1428398,1483111,952172,952172,1366682,2380570,698.7351428571428,1.0,82908.0,0.0,0.0,4747.0,4747.0,2.8449336860683045,4.91860167696984,0,mathso,ce_mathso
80348,0,Aggregate,Outer,Inner,False,(q.acceptedanswerid = a.id),Hash Join,14,"['a.id', 'a.score']",8,0,1,3408392,0,65,0,1,0.0130000000000336,1.0,60169.0,0.0,0.0,0.0,0.0,0.005609445360294856,4.779380011491656,0,mathso,ce_mathso
80348,9,Aggregate,Outer,Inner,False,(q.acceptedanswerid = a.id),Hash Join,14,"['a.id', 'a.score']",8,0,1,3408392,0,65,0,1,0.012666666666670266,1.0,60169.0,0.0,0.0,0.0,0.0,0.0054665148071065955,4.779380011491656,0,mathso,ce_mathso
80635,0,Hash,Outer,Inner,False,(pt.tagid = t.id),Hash Join,1874,['pt.postid'],4,0,1,3641094,0,1,0,1,0.01,1.0,17.0,0.0,0.0,0.0,0.0,0.004321373782642578,1.255272505103306,0,mathso,ce_mathso
80635,0,Sort,Outer,Inner,False,(p.id = pt.postid),Hash Join,243,"['p.id', 'p.favoritecount']",8,0,1,461414,0,1874,0,1,0.0189999999999999,1.0,18.0,0.0,0.0,0.0,0.0,0.008174184006426355,1.2787536009528289,0,mathso,ce_mathso
80635,9,Hash,Outer,Inner,False,(pt.tagid = t.id),Hash Join,1874,['pt.postid'],4,0,1,3641094,0,1,0,1,0.0116666666666667,1.0,17.0,0.0,0.0,0.0,0.0,0.005037440691613969,1.255272505103306,0,mathso,ce_mathso
80635,9,Sort,Outer,Inner,False,(p.id = pt.postid),Hash Join,243,"['p.id', 'p.favoritecount']",8,0,1,461414,0,1874,0,1,0.0196,1.0,17.6,0.0,0.0,0.0,0.0,0.008429826797229934,1.2695129442179163,0,mathso,ce_mathso
80635,18,Sort,Outer,Inner,False,(p.id = pt.postid),Hash Join,243,"['p.id', 'p.favoritecount']",8,0,1,461414,0,1874,0,1,0.019499999999999948,1.0,17.0,0.0,0.0,0.0,0.0,0.008387230114158742,1.255272505103306,0,mathso,ce_mathso
80635,24,Sort,Outer,Inner,False,(p.id = pt.postid),Hash Join,243,"['p.id', 'p.favoritecount']",8,0,1,461414,0,1874,0,1,0.019500000000000052,1.0,17.0,0.0,0.0,0.0,0.0,0.008387230114158838,1.255272505103306,0,mathso,ce_mathso
80813,0,Sort,Outer,Inner,False,(ph.postid = p.id),Hash Join,1406980,"['p.id', 'p.posttypeid', 'ph.posthistorytypeid']",12,0,3458417,3270271,1527295,1530585,2219648,4985712,4048.439,1.0,745137.0,0.0,0.0,18816.0,18816.0,3.607394861219563,5.872236711793098,0,mathso,ce_mathso
80813,9,Sort,Outer,Inner,False,(ph.postid = p.id),Hash Join,1406980,"['p.id', 'p.posttypeid', 'ph.posthistorytypeid']",12,0,3458417,3270271,1527295,1530585,2219648,4985712,4258.661,1.0,745137.0,0.0,0.0,18816.0,18816.0,3.6293750376737037,5.872236711793098,0,mathso,ce_mathso
80894,0,Sort,Outer,Inner,False,(h.postid = p.id),Hash Join,2695142,"['p.creationdate', 'p.id', 'h.postid', 'p.posttypeid']",20,0,2668037,2695142,3557569,3557569,2668037,6225606,4757.181857142858,1.0,745137.0,0.0,0.0,25855.0,25855.0,3.677441036701736,5.872236711793098,0,mathso,ce_mathso
80894,6,Aggregate,Outer,Inner,False,(h.postid = p.id),Hash Join,2695142,"['p.creationdate', 'p.id', 'h.postid', 'p.posttypeid']",20,0,2668037,2695142,3557569,3557569,2668037,6225606,1664.569,1.0,745137.0,0.0,0.0,17588.0,17588.0,3.2215626290407235,5.872236711793098,0,mathso,ce_mathso
80895,0,Sort,Outer,Inner,False,(h.postid = p.id),Hash Join,2695142,"['p.creationdate', 'p.id', 'h.postid', 'p.posttypeid']",20,0,2668037,2695142,3557569,3557569,2668037,6225606,5277.689142857141,1.0,745137.0,0.0,0.0,25855.0,25855.0,3.72252608755185,5.872236711793098,0,mathso,ce_mathso
80895,6,Aggregate,Outer,Inner,False,(h.postid = p.id),Hash Join,2695142,"['p.creationdate', 'p.id', 'h.postid', 'p.posttypeid']",20,0,2668037,2695142,3557569,3557569,2668037,6225606,1674.3604285714287,1.0,745137.0,0.0,0.0,17588.0,17588.0,3.2241082533434415,5.872236711793098,0,mathso,ce_mathso
80973,0,Hash,Outer,Inner,False,(b.tagid = bt.id),Hash Join,1874,['b.postid'],4,0,1,3641094,0,1,0,1,0.010999999999999933,1.0,0.0,0.0,0.0,0.0,0.0,0.00475115559100102,0.0,0,mathso,ce_mathso
80973,0,Hash Join,Outer,Inner,False,(a.postid = b.postid),Hash Join,5835,['a.tagid'],4,0,1,3641094,0,1874,0,1,0.0246666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.01058260844406387,0.3010299956639812,0,mathso,ce_mathso
80973,0,Sort,Outer,Inner,False,(a.tagid = at.id),Hash Join,5832,['at.tagname'],16,0,0,5835,1943,1942,0,1943,0.2123333333333333,1.0,17.0,0.0,0.0,0.0,6.0,0.08362204633504945,1.255272505103306,0,mathso,ce_mathso
80973,6,Hash,Outer,Inner,False,(b.tagid = bt.id),Hash Join,1874,['b.postid'],4,0,1,3641094,0,1,0,1,0.014333333333333233,1.0,0.0,0.0,0.0,0.0,0.0,0.006180697638504651,0.0,0,mathso,ce_mathso
80973,6,Hash Join,Outer,Inner,False,(a.postid = b.postid),Hash Join,5835,['a.tagid'],4,0,1,3641094,0,1874,0,1,0.011333333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.004894321731049285,0.3010299956639812,0,mathso,ce_mathso
80973,6,Sort,Outer,Inner,False,(a.tagid = at.id),Hash Join,5832,['at.tagname'],16,0,0,5835,1943,1942,0,1943,0.0126666666666668,1.0,17.0,0.0,0.0,0.0,0.0,0.005466514807105167,1.255272505103306,0,mathso,ce_mathso
