query_id,treatment_id,parent_node,Parent Relationship,Join Type,Parallel Aware,Hash Cond,Node Type,Plan Rows,Output,Plan Width,Join Filter,left_child_input_actual_rows,left_child_input_rows,right_child_input_actual_rows,right_child_input_rows,output_rows,input_rows,execution_time,Actual Loops,Shared Read Blocks,Self Shared Read Blocks,Self Shared Hit Blocks,Temp Read Blocks,Temp Written Blocks,execution_log_time,shared_read_blocks_log,run_id,dbname,data_folder_name
1675,6,Hash,Outer,Inner,False,(pt.tagid = t.id),Hash Join,1874,['pt.postid'],4,0,1,3641094,0,1,0,1,0.010333333333333333,1.0,17.0,0.0,0.0,0.0,0.0,0.0044646816479598245,1.255272505103306,0,mathso,ce_mathso
1675,6,Sort,Outer,Inner,False,(v.postid = pa.id),Hash Join,3732,"[""CASE WHEN (posts.body ~~ '%vb6%'::text) THEN 1 ELSE 0 END"", 'v.votetypeid', 'posts.id']",12,0,1,12465841,0,1065,0,1,0.013000000000000034,1.0,19.0,0.0,0.0,0.0,0.0,0.005609445360280481,1.3010299956639813,0,mathso,ce_mathso
1933,0,Hash,Outer,Inner,False,((q.acceptedanswerid = a.id) AND (q.owneruserid = a.owneruserid)),Hash Join,282,"['q.owneruserid', 'a.id', 'a.owneruserid']",12,0,3557569,3557569,3412284,3557569,20402,6969853,2966.3540000000007,1.0,120305.0,0.0,0.0,16641.0,16641.0,3.472369359958824,5.080287287372363,0,mathso,ce_mathso
1933,0,Sort,Outer,Inner,False,(users.id = q.owneruserid),Hash Join,270,"['users.id', 'users.displayname', 'a.id']",19,0,952172,952172,20402,282,20402,972574,967.7416666666669,1.0,143044.0,0.0,0.0,37481.0,37481.0,2.9862079796317875,5.155472682061869,0,mathso,ce_mathso
1933,6,Hash,Outer,Inner,False,((q.acceptedanswerid = a.id) AND (q.owneruserid = a.owneruserid)),Hash Join,282,"['q.owneruserid', 'a.id', 'a.owneruserid']",12,0,3557569,3557569,3412284,3557569,20402,6969853,756.1436666666667,1.0,120305.0,0.0,0.0,10703.0,10703.0,2.879178293926296,5.080287287372363,0,mathso,ce_mathso
1933,6,Sort,Outer,Inner,False,(users.id = q.owneruserid),Hash Join,270,"['users.id', 'users.displayname', 'a.id']",19,0,952172,952172,20402,282,20402,972574,112.35333333333345,1.0,143044.0,0.0,0.0,10703.0,10703.0,2.0544342957637065,5.155472682061869,0,mathso,ce_mathso
2111,0,Sort,Outer,Inner,False,((q.id = a.parentid) AND (q.acceptedanswerid = a.id)),Hash Join,1,"['a.id', 'a.score']",8,0,3557569,3557569,2025942,2022241,802586,5583511,2111.891666666667,1.0,120305.0,0.0,0.0,12563.0,12563.0,3.3248772302397236,5.080287287372363,0,mathso,ce_mathso
2111,6,Sort,Outer,Inner,False,((q.id = a.parentid) AND (q.acceptedanswerid = a.id)),Hash Join,1,"['a.id', 'a.score']",8,0,3557569,3557569,2025942,2022241,802586,5583511,732.5286666666667,1.0,120305.0,0.0,0.0,8000.0,8000.0,2.8654170909562247,5.080287287372363,0,mathso,ce_mathso
2868,0,Aggregate,Outer,Inner,False,(votes.postid = posts.id),Hash Join,403,"['votes.votetypeid', 'posts.posttypeid', 'votes.bountyamount']",12,0,1,12465841,0,115,0,1,0.0200000000000386,1.0,60170.0,0.0,0.0,0.0,0.0,0.00860017176193402,4.779387229222635,0,mathso,ce_mathso
2868,9,Aggregate,Outer,Inner,False,(votes.postid = posts.id),Hash Join,403,"['votes.votetypeid', 'posts.posttypeid', 'votes.bountyamount']",12,0,1,12465841,0,115,0,1,0.024333333333288434,1.0,60170.0,0.0,0.0,0.0,0.0,0.01044130553669674,4.779387229222635,0,mathso,ce_mathso
3978,0,Aggregate,Outer,Inner,False,(posttags.tagid = tags.id),Hash Join,3641094,"['tags.tagname', 'posttags.postid']",20,0,0,3641094,0,1943,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mathso,ce_mathso
3978,0,Hash Join,Outer,Inner,False,(posts.id = posttags.postid),Hash Join,3641094,"['posttags.postid', 'posttags.tagid']",8,0,0,3557569,0,3641094,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mathso,ce_mathso
